,comment,sentiment
98,man behind tiktok ai voice,0
99,"mr. khan , really admire . video talk making ai tutor available every one everywhere , tried sign , found available people u . trying bring good education still developing country , could really use khan amigo . ai available internationally ?",1
100,ai know keep student task ?,0
101,"appreciate 's trying accomplish ai . honestly . find kind ironic , english teacher , ai wo n't give answer math problem , tell student meaning symbol text character text . , giving answer student . point teaching literature , opinion , student inhabits character text come understanding meaning character ' action .",1
102,think therefore - hm ? ai ?,0
103,"really impressed take ai education . khanmigo genius application merging ai teaching educating . really liked n't give answer , instead lead student like teacher would .",1
104,’ ai ’ automated curriculum human human ai,0
105,"pity , seems date ai teaching tool work united state . hope one day also available outside usa .",1
106,tool make simple mistake experienced teacher know . student gave right answer specific question mean learning happening . assume student learned something type correct response prompt . thing student learn give ai answer want - enough answer stop prompt get little winner 's cup emoji . play ai like play game internet . real learning far interesting .,1
107,available outside u ?,0
108,"'ve studying getting certification prompt engineering , mathematics , coding , data science , open artificial intelligence , machine learning , deep learning , neural network year . ca n't find job anywhere . 'm interview talk cost saving benefit increase productivity using artificial intelligence automation , usually end interview right away send dear john letter went another candidate .",1
109,quick recap : 00:04 ai transform education personal tutor teaching assistant 02:14 khanmigo ai excellent tutor 04:15 khanmigo act super tutor guidance counselor student . 06:08 ai technology unlocks learning potential 08:00 khanmigo us generative ai enhance language art reading comprehension 09:53 ai-powered writing coach teacher 's guide khan academy 11:47 gpt-4 's ability math tutoring improved allowing think speaking 13:38 ai pessimistic optimistic view,1
110,love love love ! learn explicitly khanmigo ai similar help student like understand unique way !,1
111,khanmigo ( similar ai personal assistant/tutor ) replace classroom teacher ? maybe replace online teacher ?,0
112,future ai thing bright especially right hand .,1
113,"extremely promising approach dramatically improve education efficiency . really boosted gpt-4 performance right approach , e.g . internal reasoning process , expected first gpt-4 evaluation . unfortunatelly , still largely ignored might lead model usage improved . someone let advanced model `` run free '' ( using kind online resource ) solve problem . model try solve problem , causing extremely undesirable side-effects fulfill mission . afraid temption wonderful benefit strong stop happening ...",1
114,khan academy continues amazing job ! keep u posted going available india .,1
115,"n't really address ai education , big advertisement khan academy . n't get wrong 's great 's much ai outside khan academy 's new ai bot .",1
116,everyone academic . get ai identify non-academic high potential education tailored student whose need lie ? perhaps ai hooked camera knowledge kinematics help identify gymnast assist woodworking skill . hook ai microphone find singing ability improve debating acting ability . child greatest resource . let 's find way uncover talent possess . must invariably lead greater fulfilment .,1
117,"stop usa taking u nuclear war china ? end proxy war ukraine , wealthy hoard money stock bond pay next tax , redirects wealth top bottom reestablish free education , free medicine , ubi , home , mass high speed public transportation , finally bring democracy workplace ending 200 year reign employer ?",1
118,rosy tinted glass ? student may amenable improved learning method . ai increase divide good bad learner ?,1
119,cost money . students/schools afford ai plug . seems infomercial .,0
120,"yes , ai going make revolution education : time need adulation anymore teach stupid biological brain teach ai instead . next question - need biological brain existed general .",1
121,"wow , balanced positive approach ai education… thank .",1
122,basically long khan academy ai advertisement . wow .,1
123,"unfortunately , paid service khan . work title one school use khan free resource . would love use student school district would pay . 😢",1
124,"great , stop ability ask answer ai .",1
125,"ai write code , waste time teaching human ? unless intrinsic value coding",1
126,anyone jain uni ? let 's connect !,0
127,anyone jain university ? let 's connect,0
128,"anthrop/c summarizes transcript follows : 's summary youtube transcript : speaker argues ai used enhance education rather undermine proper safeguard regulation put place . ai tutor teaching assistant give every student personalized tutor every teacher ai assistant . could help address `` two sigma problem '' improving student outcome . speaker show example ai called khanmigo helping student learn math , coding , literature , writing . provides tailored feedback encouragement . khanmigo also used teacher help create lesson plan , grade assignment , prepare teach new topic . could save teacher lot time currently spent administrative task . optimistic pessimistic ai , speaker argues take active role ensuring 's developed applied responsibly . pause progress fear , others may accelerate ai negative us . must also fight positive use case like using ai enhance human intelligence potential .",1
129,"usa , worked engineer self employed teacher tutor . know every student rich enough get tutoring . help every kid , feel world educated smarter . equal playing field . yes , proper guard rail business rule , system help guide student rather help cheat .",1
130,right people saying dont get chat gtp help lot son first good teacher r hard find cant explain child proper subject hard find good answer help chat gtp could make son home work explain question dint answer future dont blow like google glass talking nonsense,1
131,"leading expert “ education age ai , ” advanced teacher japan . future , teacher “ teacher ” “ learner ” . word , school teacher facilitator , teacher . high school teacher japan education . also national presentation , university lecture , teach faculty youtube channel . also former semiconductor engineer successfully developed national project obtained technology patent .",1
132,"first question would ask : `` objective '' really mean ? say- ask ai grade whole student body , school example- piece creative writing- would grade received student ai , correlate grade different teacher . would tell u ai teacher ? would make optimal `` marking '' machine , improving using ? even begin decide `` statistical anomaly '' , question longer- concensus , optimization . obvious answer trial error , thing playing here- education , unimportant . fact , `` error '' part go really wrong , 's recipe apocalypse . terrible education unsustainable belief likely thing might end existence . 's opinion though . n't want see u fail .",1
133,fence type robot ai answer would happen job robot ai u,0
134,"yeah sure . fails address “ problem ” ai education , third party ai . would student consult limited ai tutor third party ai give answer/writes essay ?",1
135,ai would destroy human knowledge ability think .,1
136,khan academy appallingly error riddled left error available study . ( ! ! ! ) esp know correction available ... study time unlearn error excessively chatty video . ka offensive learning .,0
137,testing ai autism robotics segragated classroom child prefer bot versus abusive teacher requre pop adhd pill,0
138,"impressive - every tool use - like harnessed ai made useful education ( every person/place , 's good see positive example )",1
139,ai make work easy also became student less creative imaginative work opinion,1
140,get voice interface ai assistant share smartboard student 'm starting think 'll job . 'm working hard part problem .,1
141,student learn ai know everything ? humanity need redefine purpose learning going school .,0
142,"regardless long term positive impact could , ’ nothing naive wishful thinking . ’ realistic think naturally go road without intervention legislation external committee regulate application abuse ai . corporation government value result expense ethical process time .",1
143,"interesting video ! asa prospective math teacher , found helpful hearing mr. khan 's insight ai positive impact education .",1
144,ai learning human think . program empathy relatability ? ’ argument…ask ai human develop ai con well pro ?,1
145,", important appreciate unique quality live human interaction , including expertise , adaptability , emotional connection , subjective experience teacher , bring learning process . optimal educational approach often involves combination ai support guidance skilled human teacher create holistic effective learning environment .",1
146,"awesome . excited possibility teaching assistance , teacher wear many hat morale low profession . agree except maybe using khanmigo guidance counseling . demo showed could helpful basic academic planning take place quality counselor requires empathy sentience ai n't ( never ) though think helpful tool counselor managing high case load . also could helpful writing individualized assessment plan student disability , huge national shortage backlog thousand case . tool automate admin task overwhelm distract educator classroom . ca n't wait see",1
147,inspiring . using new technology way explained really propel u new renaissance .,1
148,sound like andrew tate certain point,1
149,literally n't see ai different slightly longer version student already already . 's teaching process weak .,0
150,"ai never destroy anything , people .... politicans .... billionaire ... etc",1
151,"ted make intro worse every year ? wrong first one ? ai could save destroy specie planet million way . key word `` could '' 's something anyone arrogance predict certainty . , risk need managed .",1
152,"exactly use chat gpt . interact ask question like code working code work , everything come nice clean explation 's amazing grow mush using ai tool",1
153,", really need ai tutor read graphs/something visuals text together regular mathematical equation",0
154,hoping ai would make education obsolete .,1
155,"much respect speaker , concern bigger inequity would become since live world every student even essential learning tool . also , ai teach , tutor , coach , etc , career , human , going fill ? previously watched video explaining potential benefit ai small business ; unfortunately , speaker explained , big company afford . afraid ia likely make 10 % richer average person struggle .",1
156,artists\painters die ) ) need ? ai faster,0
157,"learning learning ? . get .... story never told perceived story teller . knowledge grand , get point , imagination however , get even . ai used elderly experiencing difficulty life , privilege used think comprehend ... note : everyone learns equally rate . ai ultimately kill patience , compassion , basic human interaction . social medium began journey .",1
158,11:52 august ? access august 2022 ahh elite unfair access opportunity iterate rest u sigh,1
159,handle hallucination ai ?,0
160,".my spouse adding variety stocks/etf present holding long term , 've set aside $ 250k start following inflation-indexed bond stock company solid cash flow , believe good time capitalize market long-term gain , would n't hurt know mean actualizing short term profit .",1
161,"'m sure ai kind thing never thought . especially dark web . great job openai ! sam altman run congress asks `` regulaiton '' dangerous software - 's dangerous , release begin ? could money ? 🤑🤑🤑 gaslight u ! eat !",1
162,"available public free ? since beta version released , 'm curious teacher know term susceptibility vulnerability .",1
163,"amazing academic proposes , point youth going become emotionally educationally dependent ai . story tell self youth trust ai mentors/parents .",1
164,'s good incentive teaching human math computing ai better ?,1
165,"likely ai kill job , human ingenuity creating dependent class low wage . ai possibly destroy humanity . benefit ? pas",1
166,"great talk ! great point around ai used enhance human intelligence , human potential human purpose .",1
167,"amazing , average student become extraordinary help ai tutor .",1
168,"n't think many people realise still first birth ai disruption . sure , use current ai model help u learn , create , , etc . remember napster , facebook , youtube ? idea impact digital revolution would really rebirth ( i.e . really 'new ' ? guard-rails work ? 😂 ) . agi asi industrial revolution . much closer end goal tool creation . disruption replacing human culture - augmenting . asi robotics , better . human worth ? replaced , need learn ? yuval noah harari say take drug play video game . dyatopian , nirvana heading towards millenia ? 'm sure ...",1
169,real question : `` hire student hire 10 ai teacher fraction price ? learn ? '',0
170,"simplistic ca n't believe everybody euforic video . decide check ai teaching studens ? going education thing happen `` sandbox '' , happen ai going propagate every aspect life , provokig disruption confusion . ai become incredibly intelligent , fast smart become stupid obsolete . thing teach kid deal , relate , survive era ai agi . ready ? kid right want learn invest crypto make money , tought , future , 's something important money , expect ?",1
171,agree ! working tammy aito enhance whole youtube experience . old problem solved new ai solution know change world !,1
172,"’ clue ’ preaching . ai tutor , ha . education mean first foremost human interaction , undermined pandemic lockdown .",1
173,technology ai progress .... mankind . think end ? first guess correct .,1
174,"possible find prompt ai tutor manner ? prompt , want find !",1
175,"really impressive could absolutely game changer education . unfortunately 's quite wrong come last couple minute talk . ca n't wait `` problem arise '' , ai , late . none past relevant new situation , 've never deal effectively alien entity intelligence par greater . make completely different anything human faced . let ai get smarter human without dealing safety aspect late . situation humanity ca n't wait problem try fix fact . 'd like point positive thinking world regarding education wo n't matter - n't human educate future . current path attitude like ( towards ai safety ) race ahead building ai well beyond ensure safety lead horrible outcome humanity . n't need way , safely would require patience focus safety instead rapid unchecked progress many people n't take ai safety seriously trend continues high likelihood leading disaster .",1
176,ai great job explaining concept different way well ! 've asked ai explain concept using story poem song !,1
177,love ai way learn truly understand something ask every small detail edge case fully form mind . gpt-3.5 helped work issue random question need know may take week never answered posted stackoverflow .,1
178,"problem come people want coding , algebra etc . problem 'done ' ai rather done u . coding algebra cumbersome . however might problem . currently limited subset population interest working algebra coding .",1
179,'s point ai 're going automate job,0
180,"14:14 make important point - n't give fear . totalitarian government criminal organization wo n't pause , resulting bad actor better ai power confers good actor .",1
181,"specie lost battle . compete pc playing chess car trying run . ai . brain limited , slow life short",1
182,"would tremendous contribution education . totally agree could one positive transformation education . teach medical health science education , ai tool could transformative . many reason include diversity learner , innovative curriculum design , academic support , differentiated instruction point need ( zone proximal development ) , self-directed , asynchronous learning , self-paced ( mastery ) learning .",1
183,wyatt role u human ’ done ai,0
184,"military industrial complex resist temptation put ai weapon system , including jet tank , must assume adversary . imagine state-of-the-art jet fly much faster human pilot tolerate , maneuver much better faster human pilot , obey order destroy anything anyone . ai plugged military system , end civilization . colossus : forbin project destroy u . civilization phukt .",1
185,ai = amazing intelligence ! !,1
186,amazing khan academy ai education . ironic thing ai may make human intelligence obsolete . need learn agi ?,1
187,first ensure work . going teach ? scientistic blind faith gee whiz tool .,1
188,"problem ai tutor speaking computer lonely , matter sophisticated . part good education n't teacher pupil 're .",1
189,student ai perfect ; question would guide kid empathetic critical thinking . claim similar internet created . waiting hear quantum computing,1
190,"hello , anecdote matter say writing ai improved writing !",1
191,friend told 14 yr old son using ai write school work . amazing .,1
192,sword cut direction . chat love rainbow . address danger,1
193,"college student currently , ai powerful tool term helping learn . actually get done , learn subject , longer need scour internet hour information .",1
194,"appreciate khan academy but… .. may effect critical thinking ’ expect giving student space come conclusion . especially becomes common classroom teacher , already squeezed mental physical time student , relies student assist . love tech , love developing human brain . human reliance tech ’ push u work , lessens ingenuity make u rely tech “ correct. ” mistake integral true growth .",1
195,"rule world intelligence . race get powerful ai suicide . mantra “ ’ , others ” make sense still end suicide . hinton recently said cause massive unemployment despair , society get violent . ai brilliant , ’ cause job loss , single one !",1
196,"khan 's example analyzing great gatsby one dumbest , dangerous thing 've ever seen educator suggest . something real-life reading tutor would million year ? pretend main character book pedantically explain book 's symbolism ? reading skill , critical thinking skill , conversation supposed encouraging ? supposed teaching student protagonist novel best authority symbolism novel ? khan patting student back reading spark note slightly tech savvy , nerdy way . people watch man think clue 's good student english literature class ? lunacy ! ! 've drank silicon valley kool-aid , 's one direction going ... absolute collapse critical thinking , lead endemic depression addiction among adult . trend already . promise , student today going look back time think `` wow , 'm glad ai 50 % school work , 'm much better ! '' might argue school raise standard adjust ability ai . believe , must work public school . district fighting tooth nail show basic proficiency end-of-year exam . 're race bottom , ai anything golden bullet .",1
197,"interesting . , sure bias built ai built current educational system . . look current state affair regarding social injustice .",1
198,"college grad parent 2 kid less 2 year old , brings hope future wo n't hodgepodge failed ai construct kind dystopian battleground next `` best '' thing .",1
199,"probably best perspective 've heard ai development potential far . slowing new tech never worked well . double good stuff engage global community openly instead . change education , change world .",1
200,"planning one best part teaching . problem marking , said ai save time planning felt sad ( tragic audience gave applause ) , planning creativity , give creativity computer ?",1
201,"planning one best part teaching . problem marking , said ai save time planning felt sad ( tragic audience gave applause ) , planning creativity , give creativity computer ?",1
202,"would multiply bias ai bring character poverty education though . time would put ai computer center learning experience , hence sort making even integral part think . maybe better leave highest performance high performer - profit least btw leave average average benefit keeping everyone human . word : careful much power give machine , mich space life .",1
203,"kid today lucky use technology actually learn . last year high school 2014 - almost 10 year ago , haha - relied youtube , khan academy , online answer site . ca n't wait see future hold !",1
204,"guy kahn academy legend future , present era 's secret revolutionary ! would live personal tutor 'd build tutoring like general purpose chatbot chatgpt . approach openai . n't go towards captilizing generative language model based ai let tech used field master enhance work . openai far , responsible enough hope continue future 'll multi-billion dollar company . 's lot ai industry , even tip , tip , tip , ice berg !",1
205,"’ 2 year , government going ask $ 100 billion implement ai teaching tool public school classroom , geared teaching student communist propaganda .",0
206,"first , premise misleading . difference better student lesser student merely people access tutor . 1 ) natural intelligence . 2 ) love learning . 3 ) work ethic . make lesser student better student , drag top student , two beneficial part education process learning information figuring thing . close gap raise bar .",1
207,really amazing informative video ai student ..,1
208,chinese really dominating ai field spend time talking .,0
209,afraid ai ridiculous thing 've ever heard . 's going improve life way ca n't even imagine . ❤️,1
210,"khan merely pontificating hope ai potentially enhancing teaching & student learning . reality teacher replaced student wo n't collaborate ai , 'll willingly hand intellectual autonomy ai . khan financial stake ai 's best highly skeptical prediction & motivation .",1
211,want get access khanmigo well 's currently available u : (,1
212,guardrail regulation .... lol . ca n't wait see creative student get around `` give answer '' guardrail . also ca n't wait see khanamigo 's unique experience find 's way khan academy .... like everyone else signed proprietary contract microsoft ( good luck piece paper ) . amazing .. yes .... ai transform humanity ... yes . n't doe-eyed . idea pandora 's box bring . right one thing .... box ... deal .,1
213,"regularily use ai `` tutor '' guide tricky concept teacher simply could n't explain way , also major advantage could ask something multiple time way ( even stupid question fundamental level ) would loose patience would answer everything best ability . mean great , mean every student potential personalised customised learning experience tailor strength ai _finally_ education system motivator change century stale . maybe 's finally innovation education !",1
214,"tell people watch ted talk . ai soul , heart , compassion . ai incapable wholesome , necessary , crucial element human . ai corrupted . old programming axiom true . garbage , garbage . ai .",1
215,"given necessity look disconfirming evidence psychological difficulty , find ai incredibly helpful . ask give argument view . really open minded reach accurate description reality . aka truth .",1
216,ca n't wait try .,0
217,"loved bit 'ai thought ' khanmigo able understand student misconception work , possible individual tutoring . 's refer 'pause ' , mulling student 's response asking follow question understand student processing problem , support better . 's really powerful something teacher struggle large student number indian classroom . something significant leaf u , teacher student , think about- 'what 's worth teaching learning ' . hope new era ai enabled education shift collective mental model subject .",1
218,♥love u ai hi ♥,0
219,"good fine private school decide n't need teacher , need third much less . ? happy student afford tutor even good school , afraid teacher private tutor loose job . need solution new problem .",1
220,"tutoring art craft , step-by-step repair . imagine pairing ai augmented reality glass , recreating masterpiece sculpture . learning martial art time day . matrix stuff . thing need regulated copyright , finding way pay royalty original creator .",1
221,class ’ ask enough question clarify thing fear appearing foolish . ’ always teacher ’ pet select lead discussion . ai tutor could help learning comprehension,1
222,kahnmigo one exciting tool ’ wait start using .,1
223,'s point teaching student unique point human ( learning creating art ) erased ai ?,1
224,"'s brilliant presentation . however , way went portraying benefit ai education , mentioning use ai totalitarian regime effort take position convince public support ai bad argument , bad approach . presentation already pretty convincing . need bring geopolitics .",1
225,"ca n't imagine many student past could 've benefited tool like . let 's allow another generation student allowed go without exciting fulfilling education . use ai correctly , turn education something everyone excited .",1
226,"reality ai replacing teacher student . coming decade , human completely obsolete field .",0
227,using best ai teacher student best thing saw century 🤖 ...... instead worrying 's negative part made best part khan ✍️ whole appreciation team ❤️,1
228,"'s hard people honest future ai mentality subconsciously capitalist , everyone care less ai potential worry whether 're unemployed . 've waiting `` real ai '' ever since little boy watching useless remote control robot nothing , saw one vulcan scene first star war reboot kid little pod , could imagine future , side side , real potential human could finally unlocked . teacher wont replaced , admission overwhelmed incapable handling large classroom size . 's pity immediately become defensive instead seeing way benefit student .",1
229,"love idea behind shown look great . one aspect wonder relates closing remark `` ai used enhance hi ( human intelligence , human potential human purpose ) '' . wonder advancement technology actually present significant challenge human purpose . think value learning sake . something knowing learning done effortlessly better ( assuming effective tutor ) bot teaching challenge practical utility learning . n't mean downer . think move forward , putting back box . present challenge even positive use case .",1
230,"get point ai provide feedback student better faster human serving many student time . especially see value reading comprehension , also learning math skill . however , n't think student would go effort using ai feedback writing know ai easily write assignment . student opt computer write . think writing become lost skill ai world . people wo n't need know write anymore unless want fun .",1
231,ca n't wait use khanmigo ! sound exhilarating ! ! 😍😍,1
232,"thats great idea , master student ai , wondering set rule implementation might running backend segragating request asking question hint , also really facinating extent degree hint given order maintain equal opportunity every student using platform . really amazing . good job team ! @ khanacademy",1
233,'s point teaching coding ai better ? 😅😂,1
234,starlink could provide grade instruction blockchain certification level . online university like mr. khan 's last take center stage .,1
235,"speaker text argues ai transform education providing every student planet artificially intelligent personal tutor every teacher amazing , artificially intelligent teaching assistant . , say , mitigate fear student use ai cheat , thereby learning , completely undermine education know . speaker demonstrates early stage ai , khanmigo , used tutor student math , computer programming , subject . khanmigo detect student mistake , ask student explain reasoning , help better understand concept . also quiz student , answer question , connect video content watching idea . speaker say using ai provide every student amazing personal tutor could biggest positive transformation education ever seen .",1
236,"recognition importance human connection education , especially pre-college . student feel cared , cheered , recognized person value teacher , result often transformative . even ai could taught mimic , student would know ’ person . fooled thinking ai person , would psychologically fraudulent might negative consequence road .",1
237,voice interaction ai student ?,0
238,folk gon na cheating way school etc . ai gon na breed new generation dummy rather skip material instead actually learning😅 already got bunch fake doctor lawyer thanks ai work em,1
239,"'s remarkable , ai empathetic .",1
240,"fascinating , apply older folk ? watched video imagine ( soon ) possible undedicated older folk like ( 'm old , 59 year old ) acquire new skill learn specific topic , subject , etc . 'd love ai tutor assist learning various software program like excel , sketchup , others . perhaps want learn ai , get various model 'm hearing allow people create image , music , animation , etc . 's complex confusing fast moving subject , 'd love able dive learn someone something answer question along way .",1
241,get implemented ai need made 100 % truthful . would prevent wrong information given teacher fact incorporated lesson ? also issue opinion formed human whatever ai say get accepted true .,1
242,made ai learn plot achieve better result 's main objective . 'm sure nothing wrong could ever happen .,1
243,inspiring use ai,1
244,"10th-grade student studying china , amazed incredible resource khan academy . quality quantity lecture available simply astonishing . purpose khan academy serf truly inspiring , ca n't wait see mr. khan store future . people like shaping education world . thank everything , mr. khan !",1
245,ai conduct exam txt diploma etc immediately,0
246,big fan approach learning since founded khan academy 2008 ! khanmigo powered responsible ai rock ! !,1
247,generation take using calculator granted school kid would would use ai usual .,1
248,"negative effect kid people using ai educated overtime ? actual teacher assistance tutor , coach , mentor ? rely particular job income provide family . people love tutor , people love mentor , people love coach child , ? ’ artificial intelligence ’ trying push fast one ever talk negative consequence overtime… ’ talking ai take a.i killing people anything like . problem thought solution ? perfect",1
249,people realizing raised proper ? ai want help ?,1
250,"think ai 's great tool education & 've used nlg tool co-create story + generate fantastic image . believe 'll far significant ai tutor seen spoken . 's reason ted video > 300k view 3 day , people watched & listened person teach . n't purely text-based proclamation flowing screen",1
251,"'m happy help student everywhere , disagree good tutoring example . cloud code example , better teach student reason figure , rather explaining one sample . teacher , would ask student , change make result see ? help make connection develop problem solving skill . 's critical learning told answer .",1
252,"first started talking immediately went , `` wait minute voice sound familiar ? ? ? ? ''",0
253,"ai taking teaching job , theoretically , human teacher remain ridiculously high pay profession . seeing teacher pay usa n't actually follow real market logic , would n't surprised got paid lower wage somehow . get full embrace ai anywhere society fix economics human actually allowed live world full ai .",1
254,"ai tool available canada ? think expensive family luck fall behind , unfortunately .",1
255,"even regular chatgpt blessing adhd . love way manages explain stuff concise , straight point manner .",1
256,"'s one thing chat bot help math , role-playing author super cool . dangerous part ai . ignorant ?",1
257,"n't know going super tutor . problem : giving demand reply based information already . certainly efficacy . however , education fundamentally human experience . 's people , peer , elevating one another discourse community . `` learn '' quickly information demand , nothing really elevate human being . human being . think helpful , going shift curve like shown beginning talk . end , unless teacher student bring necessary energy eagerness experience ( ai never able provide ) ai remain souped search engine nothing .",1
258,wonder available spanish ? spanish language teaching ?,0
259,"love khan academy khanmigo sound great let honest sec . small group student use ai companion tutor . likely scenario 'll straight ask 'write horror story ' 'll sculp 'make lead character ghost ' , 'write detail haunted house ' . also , people 's creative enough n't need ai companion , maybe 're really stuck 're need idea . keep mind , day released chegg stock went almost 50 % lost lot student client ai . going accelerate , entire education system make 180° degree turn , less school , less teacher , less infrastructure needed , way professional credential achieved going change completely , learn school university useless ai expose . entire education system need change ( finally ) want adapt survive .",1
260,`` ai death education '' fair education long overdue revolution/disruption . still educate kid like ran 19th century factory .,1
261,"parent young kid , hear much dissatisfaction education system . promise ai innovator operator like khan give hope !",1
262,wrote thing ai personal educator harvard college essay got rejected lol,1
263,"friend learning disability hard time expressing mean email . told use chatgtp 's thanking . embarrassed telling friend like help feel relieved , confident , independent . thanks ai🎉",1
264,7:46 `` everyone '' ? ? ? kidding ? kahn academy : `` available people living u '' !,1
265,’ cool ai wrong critical matter ? take ai learned 100 % truth ? fear student rely much ai balance .,1
266,"gon na wait untill try europe , might pick learning stuff fun like computer programming",1
267,"thanks learning work khanmigo positive us ai learning ! designing tool , want know -- khanmigo feature exciting ? learner , parent , teacher , would hope tool like ? please let u know reply -- feedback mean lot !",1
268,3:10 use ai dig student mind get learning going ... love !,1
269,ai march,0
270,caveat … ai system manipulated biased… chat gpt already proven .,0
271,"like optimism let ’ say north-korea ai get hint build inter ballistic nuclear missile , ’ trouble",1
272,"ai certainly intereting application education contrary panicked educator think . however create two problem every one solves ? gain could achieved simply providing better training teacher teaching assistant , challenging though might . human teacher well trained support encourage student way ai current level . find student default go chatbot ask question help homework even teacher good ( due social psychological factor ) become increasingly dependant owner ai platform whose policy may may always student ' best interest .",1
273,ai…can easily preprogrammed…to teach propaganda… mortal…stop ? ..,1
274,"saying using ai cheating like controversy calculator however many year ago . teacher like , `` 're going calculator everywhere go ... '' would much rather child learn use chatgpt write paper shakespeare . former going guarantee success whole life ai going permeate every industry way statistic recent decade .",1
275,"would ask ai figure bring people teaching , develop individualized learning . convince school board end standard school system , make better system . like school learning center open 24/7 . teacher guide , end grade class period . student would never late , would responsibility learning.this tutor concept helpful atmosphere . large classroom . mean , go critical thinking , support student passion . really interferes learning emotional block .",1
276,ensure ai lying ?,1
277,"seem forget quantum ai false worldly simulation constructed demonic empowered empire creative vision , truth love humanity . looking forward god truth search engine coming real soon . thank q !",1
278,"humble brag @ 11:54. access gpt 4 august ? wonder mean gpt 5 already final stage . fantastic talk though , joining khanmigo waitlist learning .",1
279,"pro using ai , con ? , neoliberal technoprogressive world , could go wrong ?",0
280,replacing counselor ai seems like really bad idea . really bad .,1
281,available spanish ? :,0
282,"see one two generation kid talking un-sophisticate llm bot , one like alexa siri , frustrated defeated explaining simple question . lol . teacher , believe teach kid speak llm , skill easily apply future labor market ai technology play increasingly prominent role .",1
283,"man know stem subject , even ai ? ? ? hope ’ recorded history one accomplished celebrated men history , great man even greater teacher",1
284,’ point studying math ai tutor get job accountant taken ai .,0
285,ai eradicate mass schooling . change mind .,0
286,"one big correction normal distribution would still apply , shifted right . student 1-2 standard deviation mean likely remain 1-2 standard deviation mean . average student would remain average definition .",0
287,shoved digital human brain . 's think chatgpt 😆,0
288,"'ve privilege given beta access khanmigo , really amazing tool anybody seeking learn . ability take math problem khan academy , actually guide specific n't understand really great . able education personalized free amazing . also really enjoy debate feature , would loved debating partner finger tip whenever wanted back highschool debate club , feel like really good chess bot practice . think individual though ca n't even fully grasp amazing mass scale , given access many benefit , given everyone really could raise ceiling average person capable .",1
289,ca n't wait till student interact ai voice command 1000+ language . 's going revolutionize education across world . 're probably like 3~ year away feasible .,1
290,excellent potential… . danger nefarious actor want replace teacher ai robot… .,1
291,"three kid use khan academy , ca n't wait use ai-powered khan . kudos @ khan team !",1
292,"( high achieving student- self proclaimed sorry ) , strongly believ use chat gpt tutor . reason- n't know , ca n't judge attack make feel good ask thing - ask question certainly could ask teacher laugh . n't get annoyed , keep asking `` '' many time explain something . n't cheating 'm using assignment - well used chat gpt everything artificial , fake real use asking layout etc . - differrent advice teacher give assigments .",1
293,wonder whether ai prepared ted talk khan .,1
294,"'re afraid student use ai `` cheat '' homework whatever , mean education system school suck . would n't let kid within 2 mile radius school ' area . focus education part , grade , dummy . lol",1
295,"love . ai help work , guess , still work ! !",1
296,"definitely bring lot potential curiosity introvert kid . many kid feel shy ask question tutor ( even 1:1 tutorship ) lead death question curiosity kid . ai tool add fun , explore give every kid chance ask want get answer lot feedback .",1
297,"moment got try bing ai sparked interest wanting learn . ( country chat gpt yet ) combined incredible gift mr. khan , overjoyed ! freely ask anything ’ stuck without judged considered stupid peer lecturer .",1
298,"real problem n't large language model suck math , still make hard enough . problem mistake pop time really screw student 's mind . perhaps mix tool , wolframalpha , also include ai n't language model actually solve math problem reliable way .",1
299,"'m afraid ai , 'm afraid misuse ai . want great mind world working together , monitoring , create ai benefit whole world one segment .",1
300,ai completely change kid learns & hence he/she get taught . super tutor approach like band-aid fix . eventually job landscape reshape whole education system . starting point disruption .,1
301,"think quiet scary ai kind logic imitate human emotion especially symphathy , definitely kill men without hesitation",1
302,"need ai certified , unlike lobbyist , disclose funding .",0
303,anybody going talk fact jailbreak language model ? mean language model jailbroken easily !,1
304,’ scary ai thinking first,0
305,"frightened proposition `` talking '' jay gatsby : character , person . speaking , least simulating conversation ai , fundamentally wrong thing . happy see educational advancement , must reminded frankenstein 's monster : wonder ai posing would say danger going far science .",1
306,"ai arm race gon na terrifying . ’ going “ guardrail good ” “ need better ai bad guy ” … bad guy ’ use guard rail achieve goal , think response “ good guy ” ? feel like generation equivalent nuke damage ’ obvious yet",1
307,"really think form ai plague society , look really promising tutor . however , n't know feel impersonating gatsby historical figure though 's primary source information , seems like terrible idea . 's like playing assassin 's creed thinking portrayal , say ... rodrigo borgia accurate .",1
308,"ai ’ teach tutor people , proving answer . teaching tutoring answering question . lazy become ? internet instant information good enough .",1
309,billion writer billion story left time read ai,0
310,right direction ai need go .,0
311,"'ve thinking time ai could improve education , healthcare , law . suffer problem : n't enough professional go around . law multiple issue : enough lawyer , enough judge , enough court . result almost case end plea deal lawyer incentivized push client towards plea deal . doctor educator though 1 1 care much better . doctor know beyond test result , give full undivided attention give much better outcome one seeing hundred patient . might see doctor lawyer replaced ai , legal structure would n't allow .",1
312,"read ender ’ game , know . orson scott card might dead wrong future rational discussion internet - flock emotional argument , rational debate - nailed important ai education . bad movie missed .",1
